year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,4,DL,Delta Air Lines Inc.,DSM,"Des Moines, IA: Des Moines International",85,16,8.84,2.12,3.37,0,1.67,0,0,1588,1233,105,177,0,73
2022,4,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",4710,695,259.88,8.63,160.06,0,266.43,63,0,55854,25876,584,7721,0,21673
2022,4,DL,Delta Air Lines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",197,45,29.3,1.19,4.19,0,10.33,0,0,2910,1948,143,226,0,593
2022,4,DL,Delta Air Lines Inc.,EGE,"Eagle, CO: Eagle County Regional",3,1,1,0,0,0,0,0,0,29,29,0,0,0,0
2022,4,DL,Delta Air Lines Inc.,ELP,"El Paso, TX: El Paso International",59,17,10.38,0,4.39,0,2.23,0,0,652,455,0,98,0,99
2022,4,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",397,125,52.63,0,58.61,0,13.76,8,2,8379,4788,0,2738,0,853
2022,4,DL,Delta Air Lines Inc.,EYW,"Key West, FL: Key West International",120,24,9.29,0.89,11.07,0,2.76,2,1,1506,620,108,652,0,126
2022,4,DL,Delta Air Lines Inc.,FAI,"Fairbanks, AK: Fairbanks International",30,5,3,0,2,0,0,0,0,160,121,0,39,0,0
2022,4,DL,Delta Air Lines Inc.,FAR,"Fargo, ND: Hector International",30,5,3.68,0,1.32,0,0,1,0,271,208,0,63,0,0
2022,4,DL,Delta Air Lines Inc.,FCA,"Kalispell, MT: Glacier Park International",50,6,0.77,0,4.23,0,1,0,0,111,17,0,79,0,15
2022,4,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1023,280,106.11,3.51,101.96,0,68.42,26,0,22281,9025,201,6273,0,6782
2022,4,DL,Delta Air Lines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",60,21,13.84,0,4.96,0,2.2,0,0,1264,935,0,253,0,76
2022,4,DL,Delta Air Lines Inc.,GEG,"Spokane, WA: Spokane International",162,32,13.87,1,8.8,0,8.33,0,1,2071,1395,49,196,0,431
2022,4,DL,Delta Air Lines Inc.,GNV,"Gainesville, FL: Gainesville Regional",105,12,7.93,0,1.8,0,2.26,1,0,632,348,0,173,0,111
2022,4,DL,Delta Air Lines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",47,2,1,0,1,0,0,0,0,102,29,0,73,0,0
2022,4,DL,Delta Air Lines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",30,7,5.74,0,1,0,0.26,0,0,227,206,0,16,0,5
2022,4,DL,Delta Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",233,27,15.89,0.04,0.33,0,10.74,1,0,1907,1304,2,34,0,567
2022,4,DL,Delta Air Lines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",174,26,18.53,0,2.91,0,4.57,0,0,1402,1119,0,88,0,195
2022,4,DL,Delta Air Lines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",215,20,15.43,0,1.54,0,3.03,1,0,1610,1383,0,72,0,155
2022,4,DL,Delta Air Lines Inc.,HDN,"Hayden, CO: Yampa Valley",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,4,DL,Delta Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",218,34,15.95,0.2,15.06,0,2.8,0,1,2206,1522,10,488,0,186
2022,4,DL,Delta Air Lines Inc.,HOU,"Houston, TX: William P Hobby",90,13,6.14,1,1.89,0,3.97,1,1,861,574,47,69,0,171
2022,4,DL,Delta Air Lines Inc.,HPN,"White Plains, NY: Westchester County",41,2,1,1,0,0,0,0,0,163,85,78,0,0,0
2022,4,DL,Delta Air Lines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",174,22,14.8,1.68,1.26,0,4.26,2,0,2397,1868,268,50,0,211
2022,4,DL,Delta Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",171,30,17.62,0.1,5.38,0,6.9,1,0,2131,1333,8,269,0,521
2022,4,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",542,112,58.81,1.95,27.53,0,23.71,2,2,6815,3611,246,1564,0,1394
2022,4,DL,Delta Air Lines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",85,8,4.59,0,2,0,1.41,1,0,670,477,0,115,0,78
2022,4,DL,Delta Air Lines Inc.,IDA,"Idaho Falls, ID: Idaho Falls Regional",41,6,3.44,0,0,0,2.56,0,1,443,196,0,0,0,247
2022,4,DL,Delta Air Lines Inc.,ILM,"Wilmington, NC: Wilmington International",50,4,3.41,0,0,0,0.59,0,0,143,129,0,0,0,14
2022,4,DL,Delta Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",303,72,31.75,2.06,18.91,0,19.27,2,0,2972,1320,132,576,0,944
2022,4,DL,Delta Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",33,7,6.35,0,0.65,0,0,1,0,985,957,0,28,0,0
2022,4,DL,Delta Air Lines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",166,24,16.48,0,2.76,0,4.76,2,1,1789,1346,0,169,0,274
2022,4,DL,Delta Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",377,73,42.6,1.78,17,0,11.62,6,0,4337,2266,85,805,0,1181
2022,4,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2023,434,134.61,9.61,146.2,0,143.58,35,13,33650,10228,1245,9318,0,12859
2022,4,DL,Delta Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",53,12,3.22,0,3.08,0,5.7,0,0,491,113,0,120,0,258
2022,4,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1137,227,109.57,4.09,85.9,0,27.44,7,1,14618,9497,501,2876,0,1744
2022,4,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2394,477,193.98,8.25,185.08,1,88.69,14,0,30748,15994,1142,6193,51,7368
2022,4,DL,Delta Air Lines Inc.,LEX,"Lexington, KY: Blue Grass",126,15,11.63,0.62,1.42,0,1.32,1,0,1598,1463,48,32,0,55
2022,4,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",2176,573,176.81,11.74,243.09,0.44,140.93,51,17,41605,16334,1536,11174,37,12524
2022,4,DL,Delta Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",53,14,6.67,0,2.98,0,4.35,0,0,844,407,0,89,0,348
2022,4,DL,Delta Air Lines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",162,32,15.76,2.27,5.44,0,8.53,2,0,2400,1312,298,262,0,528
2022,4,DL,Delta Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",451,71,44.92,0.31,10.29,0,15.48,4,1,4317,3040,22,402,0,853
2022,4,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1635,428,179.22,10.3,134.44,1.68,102.35,40,3,37199,19248,1230,8808,76,7837
2022,4,DL,Delta Air Lines Inc.,MDT,"Harrisburg, PA: Harrisburg International",72,9,6.58,0,0.46,0,1.96,0,0,270,201,0,17,0,52
2022,4,DL,Delta Air Lines Inc.,MDW,"Chicago, IL: Chicago Midway International",90,25,17.13,0.63,1.99,0,5.25,1,0,1295,855,51,60,0,329
2022,4,DL,Delta Air Lines Inc.,MEM,"Memphis, TN: Memphis International",302,73,43.88,2.98,13.73,1.87,10.53,2,0,4245,2794,239,584,105,523
2022,4,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",737,216,75.57,1.52,92.83,0,46.08,20,3,15917,5810,76,6382,0,3649
2022,4,DL,Delta Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",305,58,38.33,0.34,3.45,0,15.88,2,0,4179,3072,73,117,0,917
2022,4,DL,Delta Air Lines Inc.,MLB,"Melbourne, FL: Melbourne International",120,22,14.9,0.77,2.88,0,3.45,2,1,1315,920,33,216,0,146
2022,4,DL,Delta Air Lines Inc.,MOB,"Mobile, AL: Mobile Regional",60,14,11.83,0,0.48,0,1.69,0,0,794,645,0,32,0,117
2022,4,DL,Delta Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",120,19,10.37,0.4,4.49,0,3.74,2,0,743,390,22,172,0,159
2022,4,DL,Delta Air Lines Inc.,MSO,"Missoula, MT: Missoula International",60,18,13.98,0,2.24,0,1.78,1,2,856,656,0,55,0,145
2022,4,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4470,717,250.18,17.89,197.46,0,251.47,33,8,57858,26844,2317,9112,0,19585
2022,4,DL,Delta Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",551,107,51.97,2.85,25.1,0,27.08,7,0,7226,4217,194,1007,0,1808
2022,4,DL,Delta Air Lines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",6,1,0,0,0.5,0,0.5,0,0,42,0,0,21,0,21
2022,4,DL,Delta Air Lines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",169,33,20.16,1.81,3.42,0,7.62,1,0,2096,1272,145,112,0,567
2022,4,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",60,11,6.79,0,2.26,0,1.95,1,0,581,424,0,57,0,100
2022,4,DL,Delta Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",117,20,12.62,0,3.59,0,3.79,0,0,1012,713,0,84,0,215
2022,4,DL,Delta Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",145,26,14.74,0.62,5.18,0,5.46,1,2,1593,830,71,256,0,436
2022,4,DL,Delta Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",137,19,11.97,0,2.4,0,4.62,4,0,1768,1372,0,97,0,299
2022,4,DL,Delta Air Lines Inc.,ONT,"Ontario, CA: Ontario International",137,16,8.04,0,4.76,0,3.2,1,0,675,341,0,123,0,211
2022,4,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",795,152,83.06,2.77,36.64,0,29.52,7,2,11228,6186,526,2511,0,2005
2022,4,DL,Delta Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",239,43,28.29,0.92,7.01,0,6.77,5,0,2160,1626,83,260,0,191
2022,4,DL,Delta Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",542,164,69.82,2.97,66.29,0,24.93,18,3,11327,4698,234,4363,0,2032
2022,4,DL,Delta Air Lines Inc.,PDX,"Portland, OR: Portland International",475,88,40.91,2.18,23.35,0.81,20.75,2,0,4310,2242,114,813,25,1116
2022,4,DL,Delta Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",321,54,34.05,2.67,11.67,0,5.61,0,0,2897,1670,255,483,0,489
2022,4,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",802,151,82.46,1.63,43.41,0,23.5,5,1,10018,7024,68,1399,0,1527
2022,4,DL,Delta Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",181,44,30.86,0.9,2.52,0,9.72,3,0,2579,1829,28,68,0,654
2022,4,DL,Delta Air Lines Inc.,PNS,"Pensacola, FL: Pensacola International",202,26,15.76,0.92,4.01,0,5.31,1,1,2215,1570,118,168,0,359
2022,4,DL,Delta Air Lines Inc.,PSP,"Palm Springs, CA: Palm Springs International",88,6,3.96,0,2.04,0,0,1,0,264,147,0,117,0,0
2022,4,DL,Delta Air Lines Inc.,PVD,"Providence, RI: Theodore Francis Green State",118,28,16.2,3,3.03,0,5.78,1,1,1645,1319,105,88,0,133
2022,4,DL,Delta Air Lines Inc.,PWM,"Portland, ME: Portland International Jetport",60,12,7.6,0,1.9,0,2.5,1,2,436,324,0,47,0,65
2022,4,DL,Delta Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",845,154,64.21,4.99,28.27,0,56.53,15,3,11551,5337,766,1346,0,4102
2022,4,DL,Delta Air Lines Inc.,RIC,"Richmond, VA: Richmond International",226,32,21.2,1,6.44,0,3.36,2,0,1656,1058,24,446,0,128
2022,4,DL,Delta Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",60,10,4.35,0,4.65,0,1,0,0,342,211,0,115,0,16
2022,4,DL,Delta Air Lines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",30,7,5.67,0,0.93,0,0.4,0,0,229,199,0,22,0,8
2022,4,DL,Delta Air Lines Inc.,ROC,"Rochester, NY: Greater Rochester International",90,21,13.53,0.93,4.46,0,2.08,2,0,998,694,53,174,0,77
2022,4,DL,Delta Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",803,186,76.96,6.81,69.07,0,33.16,25,1,11358,5753,557,3102,0,1946
2022,4,DL,Delta Air Lines Inc.,SAN,"San Diego, CA: San Diego International",617,107,52.27,2.45,35.23,0,17.06,3,0,7792,4642,155,1477,0,1518
2022,4,DL,Delta Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",410,91,45.23,0.77,19.24,0,25.76,5,2,6875,4159,48,849,0,1819
2022,4,DL,Delta Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",279,91,50.08,3.18,23.47,0,14.27,5,0,5200,3333,304,884,0,679
2022,4,DL,Delta Air Lines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",196,24,16.45,1.89,4.23,0,1.43,0,1,1840,1634,47,117,0,42
2022,4,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",2240,239,119.68,2.78,54.18,0,62.36,9,8,24063,13496,534,2240,0,7793
2022,4,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",712,146,62.9,2.76,55.97,0,24.37,4,2,8182,4797,337,1786,0,1262
2022,4,DL,Delta Air Lines Inc.,SGF,"Springfield, MO: Springfield-Branson National",39,6,2.25,1,0.87,0,1.88,1,0,292,76,44,48,0,124
2022,4,DL,Delta Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",162,31,13.48,1.96,10.15,0,5.41,1,0,1271,667,49,273,0,282
2022,4,DL,Delta Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",187,40,27.1,0,10.19,0,2.71,1,0,2422,1874,0,419,0,129
2022,4,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",4151,573,217.63,8.02,142.76,0.88,203.71,22,8,42524,21249,1342,5150,97,14686
2022,4,DL,Delta Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",206,50,27.18,1,11.28,0,10.54,0,0,3437,2465,19,281,0,672
2022,4,DL,Delta Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",355,45,21.28,0,14.57,0,9.16,1,0,2760,1926,0,467,0,367
2022,4,DL,Delta Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",285,64,30.07,0.61,16.39,0,16.94,9,2,4023,2032,36,1137,0,818
2022,4,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",346,70,45.01,1.44,11.31,0,12.23,4,0,4076,3106,95,287,0,588
2022,4,DL,Delta Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",95,25,6.32,0,17.39,0,1.29,0,0,1310,513,0,736,0,61
2022,4,DL,Delta Air Lines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",10,4,1.98,0,2.02,0,0,0,0,413,306,0,107,0,0
2022,4,DL,Delta Air Lines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",85,21,13.86,1,1.64,0,4.5,1,0,1916,1558,37,50,0,271
2022,4,DL,Delta Air Lines Inc.,TLH,"Tallahassee, FL: Tallahassee International",150,23,13.67,1.35,3.02,0,4.97,2,1,957,629,45,132,0,151
2022,4,DL,Delta Air Lines Inc.,TPA,"Tampa, FL: Tampa International",1124,257,108.81,4.37,70.93,0,72.88,19,5,18647,8021,709,4314,0,5603
2022,4,DL,Delta Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",115,18,10.63,0.4,3.88,0,3.09,1,0,1836,1568,20,143,0,105
2022,4,DL,Delta Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",133,18,10.98,0,2.43,0,4.58,1,0,1418,1098,0,128,0,192
2022,4,DL,Delta Air Lines Inc.,TYS,"Knoxville, TN: McGhee Tyson",116,19,13.1,0,0.2,0,5.71,1,0,1294,1039,0,11,0,244
2022,4,DL,Delta Air Lines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",197,34,22.61,1.02,6.26,0,4.11,1,1,2203,1543,99,294,0,267
2022,4,DL,Delta Air Lines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",41,6,3.45,0,2.16,0,0.39,0,0,213,94,0,105,0,14
2022,4,F9,Frontier Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,4,F9,Frontier Airlines Inc.,ALB,"Albany, NY: Albany International",51,18,7.83,0,6.42,0,3.76,5,0,1518,609,0,532,0,377
2022,4,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",426,162,55.88,2.12,46.22,0,57.79,11,0,10946,3059,359,3204,0,4324
2022,4,F9,Frontier Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",29,7,5.65,0,0.35,0,1,1,0,208,178,0,7,0,23
2022,4,F9,Frontier Airlines Inc.,BDL,"Hartford, CT: Bradley International",66,30,11.36,0,12.55,0,6.09,2,0,2981,555,0,901,0,1525
2022,4,F9,Frontier Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",8,1,1,0,0,0,0,0,0,20,20,0,0,0,0
2022,4,F9,Frontier Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",4,1,0,0,0,0,1,0,0,44,0,0,0,0,44
2022,4,F9,Frontier Airlines Inc.,BNA,"Nashville, TN: Nashville International",52,16,7.49,1.96,2.28,0,4.27,1,0,1101,552,160,122,0,267
2022,4,F9,Frontier Airlines Inc.,BOS,"Boston, MA: Logan International",91,45,17.56,2.99,21.14,0,3.31,2,0,3865,1312,551,833,0,1169
2022,4,F9,Frontier Airlines Inc.,BQN,"Aguadilla, PR: Rafael Hernandez",16,8,1.9,0,4.72,0,1.38,2,0,526,50,0,413,0,63
2022,4,F9,Frontier Airlines Inc.,BTV,"Burlington, VT: Burlington International",17,7,1.94,0.73,1.71,0,2.62,1,0,580,89,77,170,0,244
2022,4,F9,Frontier Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",145,53,23.12,0.57,13.97,0,15.34,6,0,4242,1534,80,821,0,1807
2022,4,F9,Frontier Airlines Inc.,BUR,"Burbank, CA: Bob Hope",35,5,1.9,0,2.53,0,0.58,1,0,225,67,0,124,0,34
2022,4,F9,Frontier Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",128,57,20.12,0.63,16.69,0,19.57,4,0,4397,1720,116,994,0,1567
2022,4,F9,Frontier Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,4,F9,Frontier Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",9,2,0.07,0.53,0.35,0,1.05,0,0,45,2,9,6,0,28
2022,4,F9,Frontier Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",309,122,43.81,4.98,31.7,0,41.52,8,0,8719,2389,651,1810,0,3869
2022,4,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",107,36,16.75,0.33,9.06,0,9.86,4,0,2253,1078,10,450,0,715
2022,4,F9,Frontier Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",30,10,4.72,0,1,0,4.28,3,0,354,213,0,27,0,114
2022,4,F9,Frontier Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",41,8,3.64,0,1.22,0,3.14,1,0,659,397,0,27,0,235
2022,4,F9,Frontier Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",210,78,24.88,1.39,22.21,0,29.52,10,0,5166,1154,378,1254,0,2380
2022,4,F9,Frontier Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",88,10,3.54,0,3.51,0,2.95,1,0,399,152,0,96,0,151
2022,4,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",1378,376,120.41,4.21,129.25,0,122.13,24,1,23366,7243,622,5702,0,9799
2022,4,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",222,61,22.75,0,14.42,0,23.83,2,0,3946,1341,0,495,0,2110
2022,4,F9,Frontier Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",8,1,0,0,0,0,1,0,0,40,0,0,0,0,40
2022,4,F9,Frontier Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",27,8,3.09,0,0.85,0,4.05,1,0,522,314,0,33,0,175
2022,4,F9,Frontier Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",67,23,12.12,0.05,3.48,0,7.36,0,0,1619,720,4,160,0,735
2022,4,F9,Frontier Airlines Inc.,ELP,"El Paso, TX: El Paso International",26,2,0.01,0,1.14,0,0.85,0,0,129,1,0,46,0,82
2022,4,F9,Frontier Airlines Inc.,FAR,"Fargo, ND: Hector International",6,3,2,1,0,0,0,1,0,121,88,33,0,0,0
2022,4,F9,Frontier Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",213,107,24.62,0.96,51.53,0,29.89,7,1,7370,1540,318,3150,0,2362
2022,4,F9,Frontier Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",15,2,1.12,0,0.58,0,0.3,0,0,49,23,0,16,0,10
2022,4,F9,Frontier Airlines Inc.,GEG,"Spokane, WA: Spokane International",9,2,0.89,0,0.56,0,0.55,0,0,377,170,0,43,0,164
2022,4,F9,Frontier Airlines Inc.,GJT,"Grand Junction, CO: Grand Junction Regional",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,4,F9,Frontier Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",16,4,1.89,0,1.11,0,1,2,0,252,195,0,34,0,23
2022,4,F9,Frontier Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",55,25,13.67,0.71,7.59,0,3.02,4,0,1530,909,81,410,0,130
2022,4,F9,Frontier Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",13,5,2.06,0,1.09,0,1.85,0,0,381,181,0,42,0,158
2022,4,F9,Frontier Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",5,1,1,0,0,0,0,2,0,54,54,0,0,0,0
2022,4,F9,Frontier Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",65,20,13.11,0,0.43,0,6.46,0,0,997,530,0,16,0,451
2022,4,F9,Frontier Airlines Inc.,ILG,"Wilmington, DE: New Castle",13,7,4.77,0,1.14,0,1.09,1,0,416,294,0,71,0,51
2022,4,F9,Frontier Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",43,13,8.2,0,4.11,0,0.68,1,0,588,395,0,124,0,69
2022,4,F9,Frontier Airlines Inc.,ISP,"Islip, NY: Long Island MacArthur",270,114,46.01,4.32,34.18,0,29.49,11,0,8823,2946,646,2248,0,2983
2022,4,F9,Frontier Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",31,11,4.27,0,2.92,0,3.81,0,0,785,273,0,155,0,357
2022,4,F9,Frontier Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",1135,431,100.42,6,170.19,0,154.39,23,1,29246,7316,609,7701,0,13620
2022,4,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",87,38,13.68,0.58,16.5,0,7.24,8,0,2151,677,41,836,0,597
2022,4,F9,Frontier Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,4,F9,Frontier Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",13,1,0,0,0.76,0,0.24,0,0,21,0,0,16,0,5
2022,4,F9,Frontier Airlines Inc.,MCO,"Orlando, FL: Orlando International",1735,883,191.13,4.94,335.57,0,351.36,105,8,75354,14243,1721,25625,0,33765
2022,4,F9,Frontier Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",11,8,1.34,0.32,2.95,0,3.4,3,0,545,100,23,181,0,241
2022,4,F9,Frontier Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",23,13,6.84,0,5.17,0,0.99,0,1,486,261,0,180,0,45
2022,4,F9,Frontier Airlines Inc.,MEM,"Memphis, TN: Memphis International",47,12,4.83,0,4.57,0,2.6,2,0,829,386,0,191,0,252
2022,4,F9,Frontier Airlines Inc.,MIA,"Miami, FL: Miami International",333,144,42.27,3.02,48.27,0,50.44,18,1,11376,3616,235,3504,0,4021
2022,4,F9,Frontier Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",57,19,8.75,0.38,3.62,0,6.25,3,0,1274,640,14,172,0,448
2022,4,F9,Frontier Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",22,4,2.9,0,0.72,0,0.38,0,0,167,107,0,41,0,19
2022,4,F9,Frontier Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",47,10,6.51,0.92,2,0,0.57,1,0,533,282,170,69,0,12
2022,4,F9,Frontier Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",65,13,2.67,1,3.48,0,5.85,2,0,1082,165,45,317,0,555
2022,4,F9,Frontier Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,4,F9,Frontier Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",73,17,11.03,0,2.85,0,3.12,1,0,1060,697,0,87,0,276
2022,4,F9,Frontier Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",13,5,1.9,0,1.82,0,1.28,0,0,173,73,0,58,0,42
2022,4,F9,Frontier Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",27,7,3.19,0.66,0.76,0,2.4,0,0,455,133,90,43,0,189
2022,4,F9,Frontier Airlines Inc.,ONT,"Ontario, CA: Ontario International",150,44,19.13,1.73,9.97,0,13.17,2,0,2705,991,197,511,0,1006
2022,4,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",132,54,26.39,0.25,7.07,0,20.29,3,1,4664,1587,37,283,0,2757
2022,4,F9,Frontier Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",36,15,7.15,0,4.3,0,3.55,4,0,992,414,0,276,0,302
2022,4,F9,Frontier Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",137,54,8.44,0,33.85,0,11.71,8,0,3219,576,0,1958,0,685
2022,4,F9,Frontier Airlines Inc.,PDX,"Portland, OR: Portland International",37,6,2.38,0,2.4,0,1.23,2,0,313,187,0,75,0,51
2022,4,F9,Frontier Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",619,308,102.96,6.48,86.04,0,112.51,16,0,27222,8823,1172,5664,0,11563
